Title,Year,Authors,ArticleURL,Source,Publisher,Abstract,Cites,CitesURL
Energy Optimal Trajectory Planning of Welding Robot Based on Improved Particle Swarm Optimization Algorithm,2023,"Y Liu, A Xu, J Hu, Y Peng, R Zheng, ...",https://ieeexplore.ieee.org/abstract/document/10428174/,2023 5th International …,ieeexplore.ieee.org,"… software. This analysis provided the position, velocity, and acceleration profiles of the welding robot after the optimal energy … six joints of the welding robot before and after the trajectory …",0,
Overcoming obstacles with a reconfigurable robot using deep reinforcement learning based on a mechanical work-energy reward function,2023,"O Simhon, Z Karni, S Berman, D Zarrouk",https://ieeexplore.ieee.org/abstract/document/10121761/,IEEE Access,ieeexplore.ieee.org,This paper presents a Deep Reinforcement Learning (DRL) method based on a mechanical (work) Energy reward function applied to a reconfigurable RSTAR robot to overcome …,3,"https://scholar.google.com/scholar?cites=4927631106678918059&as_sdt=2005&sciodt=0,5&hl=en"
The Need for Task-Specific Execution in Robot Manipulation: Skill Design for Energy-Efficient Control,2023,"B Deroo, B Pousett, E Aertbeliën, ...",https://ieeexplore.ieee.org/abstract/document/10260491/,2023 IEEE 19th …,ieeexplore.ieee.org,"… natural dynamics and brakes of the robot to achieve energy efficient motions. This approach … a cable-driven parallel robot, and compared to a conventional approach on a serial robot. A …",0,
Energy-Efficient Configuration and Control Allocation for a Dynamically Reconfigurable Underwater Robot,2023,"T Dang, L Lapierre, R Zapata, B Ropars",https://www.mdpi.com/1424-8220/23/12/5439,Sensors,mdpi.com,"… In our case of an energy-efficient configuration of the robot, the change in the two angles α F , α B in each time step is small. Hence, from an initial guess, two angles can be chosen after …",0,
Energy-Based Approach for Robot Trajectory Selection in Task Space,2023,"A Jaiswal, A Jha, GB Mahanta, ...",https://books.google.com/books?hl=en&lr=&id=rALkEAAAQBAJ&oi=fnd&pg=PA170&dq=robot+energy%7Cbattery+software&ots=7HRTGfcLiB&sig=X8Ud8nMB7VyweX3ub5CKCOzdfc8,Intelligent Control …,books.google.com,"… model of the robot for trajectory selection on the basis of minimum energy requirement. The … by the robot, and the proposed framework resolves this issue by considering the energy …",0,
Energy efficient reactionless design of multi-arm space robot for a cooperative handshake maneuver,2023,BK Rout,http://dspace.bits-pilani.ac.in:8080/xmlui/handle/123456789/11854,,dspace.bits-pilani.ac.in,"… of energy satisfying reactionless manipulation concept. The design procedure focuses on minimizing energy … In the future, an energy-efficient balance arm will be designed to handle …",0,
DESIGN AND ANALYSIS OF A SOLAR ENERGY SYSTEM FOR A FRUIT HARVESTING ROBOT IN PAKISTAN,2023,"S ZEESHAN, T AIZED",https://sciendo.com/pdf/10.2478/ata-2023-0025,sciendo.com,,… energy system for a lightweight fruit harvesting robot for orange orchards in Pakistan and conducting a feasibility study for the deployment of the robot … The Homer Pro software is used …,0,
Robust Design of Energy Efficient Grass Cutting Robot,2023,"MT Saleem, AA Awan",https://www.uow.edu.pk/ORIC/MDSRIC/Publications/8th%20MDSRIC-132.pdf,uow.edu.pk,,"… To avoid any possible damage to the circuit components, first we conduct simulations on software. For that purpose, we have used proteus software. However, some components like …",0,
Green energy production aid spider robot: An innovative approach for waste separation using robotic technology powered with IoT,2024,"B Paneru, B Paneru, KB Shah, R Poudyal, ...",https://onlinelibrary.wiley.com/doi/abs/10.1155/2024/6296464,Journal of …,Wiley Online Library,… Our suggested Green Energy Production Aid Spider Robot provides a thorough and automated solution to waste separation problems and constitutes a noteworthy contribution to this …,5,"https://scholar.google.com/scholar?cites=713055416651751799&as_sdt=2005&sciodt=0,5&hl=en"
Does industrial robot adoption affect green total factor productivity?–Evidence from China,2024,"S Chen, S Mu, X He, J Han, Z Tan",https://www.sciencedirect.com/science/article/pii/S1470160X24004151,Ecological Indicators,Elsevier,… robot adoption on Green Total Factor Productivity (GTFP) against the backdrop of increasing demand for both robot proliferation and green … Findings reveal that industrial robot adoption …,8,"https://scholar.google.com/scholar?cites=16702678284943944982&as_sdt=2005&sciodt=0,5&hl=en"
Power Consumption Analysis of a Prototype Lightweight Autonomous Electric Cargo Robot in Agricultural Field Operation Scenarios,2024,"D Loukatos, V Arapostathis, CS Karavas, KG Arvanitis, ...",https://www.mdpi.com/1996-1073/17/5/1244,Energies,mdpi.com,"… autonomous electric cargo robot of open hardware and software philosophy, highlighted a simple and cost-effective methodology for accurate power consumption behavior capturing, at …",5,"https://scholar.google.com/scholar?cites=12605985138236069680&as_sdt=2005&sciodt=0,5&hl=en"
End to end navigation stack for nuclear power plant inspection with mobile robot,2024,J Będkowski,https://www.sciencedirect.com/science/article/pii/S2352711024001213,SoftwareX,Elsevier,… project provides also software of base station… robot suppose to move as fast as it is possible. Above mentioned mission characteristics and the need of lowering the cost of a mobile robot …,2,"https://scholar.google.com/scholar?cites=16173963182882216290&as_sdt=2005&sciodt=0,5&hl=en"
Design of a teleoperated and mixed reality-based electric power live line working robot,2024,"Y Wang, F Qu, X Wang, S Zeng, Q Sun, ...",https://iopscience.iop.org/article/10.1088/1742-6596/2708/1/012002/meta,Journal of Physics …,iopscience.iop.org,… Software. The Mechanical Arm Motion Control and the Environmental Information Collection Software run in a Windows + ROS robot … The Mixed Reality Fusion and Modeling Software …,2,"https://scholar.google.com/scholar?cites=10446059194189649111&as_sdt=2005&sciodt=0,5&hl=en"
Target Recognition of Multi source Machine Vision Pan tilt Integrated Inspection Robot for Power Inspection,2024,"M Zhu, B Zhang, C Zhou, H Zou, X Wang",https://ieeexplore.ieee.org/abstract/document/10474000/,IEEE Access,ieeexplore.ieee.org,… robot equipped with retractable double links in crawling performance analysis of a power line inspection robot … A software system suitable for robot inspection is developed based on the …,3,"https://scholar.google.com/scholar?cites=4938885593379436785&as_sdt=2005&sciodt=0,5&hl=en"
A nuclear power plant digital twin for developing robot navigation and interaction,2024,"H Vairagade, S Kim, H Son, F Zhang",https://www.frontiersin.org/articles/10.3389/fenrg.2024.1356624/full,Frontiers in Energy Research,frontiersin.org,… This paper proposes a novel design of a DT aimed at making the robot deployment process … robotics suite called Robot Operating System (ROS). It contains software libraries and tools …,2,"https://scholar.google.com/scholar?cites=873867549439275874&as_sdt=2005&sciodt=0,5&hl=en"
Three-Tiered Controller for Obstacle Avoidance in a PV Panel-Powered Wheeled Mobile Robot: Considering Actuators and Power Electronics Stages,2024,"E Reyes-Reyes, BN Santiago-Nogales, ...",https://ieeexplore.ieee.org/abstract/document/10793056/,IEEE …,ieeexplore.ieee.org,"… mobile robot: The mechanical structure, actuators, and power … drive-type wheeled mobile robot prototype, leveraging the … and Matlab-Simulink software. Experiments were conducted …",0,
Cobotic service teams and power dynamics: Understanding and mitigating unintended consequences of human-robot collaboration in healthcare services,2024,"I Shanks, ML Scott, M Mende, J van Doorn, ...",https://link.springer.com/article/10.1007/s11747-024-01004-1,Journal of the Academy …,Springer,… power might mitigate these negative responses to robot-led … when consumers can choose the specific robot that is part of the … ): greater consumer power results in reduced consumer …,14,"https://scholar.google.com/scholar?cites=10074770310013945429&as_sdt=2005&sciodt=0,5&hl=en"
Robust Design of Floor Cleaning Robot with Smart Power Handling Abilities Based on Solar Assisted Renewable Energy Sources,2024,"K Sathish, A Dhanke, R Mohandas, ...",https://ieeexplore.ieee.org/abstract/document/10690142/,… on Electronics and …,ieeexplore.ieee.org,… cleaning robot equipped with smart power handling abilities and powered by solar-assisted renewable energy sources. The robot … ROS operating system facilitated onboard software …,1,"https://scholar.google.com/scholar?cites=9345539491226886346&as_sdt=2005&sciodt=0,5&hl=en"
Fault Detection and Diagnosis of Three-Wheeled Omnidirectional Mobile Robot Based on Power Consumption Modeling,2024,"B Wang, L Zhang, J Kim",https://www.mdpi.com/2227-7390/12/11/1731,Mathematics,mdpi.com,"… consumed by the motion system in standby mode, which is a constant for a deterministic motion system and can be directly measured by power measurement software. …",0,
Regression Model for the Prediction of Total Motor Power Used by an Industrial Robot Manipulator during Operation,2024,"S Baressi Šegota, N Anđelić, J Štifanić, Z Car",https://www.mdpi.com/2075-1702/12/4/225,Machines,mdpi.com,"… To set up RobotStudio to measure the listed values, the first step is to connect the computer running the software package to the control unit of the robot. Then, the code is executed, and …",0,
Power robot standardization status and outlook,2024,"X Kong, Z Wang, H Liu, X Cui, F Li, ...",https://www.spiedigitallibrary.org/conference-proceedings-of-spie/13284/1328412/Power-robot-standardization-status-and-outlook/10.1117/12.3049287.short,Third International …,spiedigitallibrary.org,"This paper discusses the current status and future prospects of power robot standardization. Power robots, as “special forces” serving the power system, are widely used in power …",0,
Deep visual-guided and deep reinforcement learning algorithm based for multip-peg-in-hole assembly task of power distribution live-line operation robot,2024,"L Zheng, J Ai, Y Wang, X Tang, S Wu, S Cheng, ...",https://link.springer.com/article/10.1007/s10846-024-02079-2,Journal of Intelligent & …,Springer,… power distribution network are crucial for efficiently delivering electricity to consumers. Due to the high voltage of power … a Power Distribution Network Live-line Operation Robot (PDLOR…,6,"https://scholar.google.com/scholar?cites=12422549911463125993&as_sdt=2005&sciodt=0,5&hl=en"
Leveraging the Power of LLMs to Transform Robot Programs into Low-Code,2024,"B Schenkenfelder, C Salomon, ...",https://ieeexplore.ieee.org/abstract/document/10711043/,2024 IEEE 29th …,ieeexplore.ieee.org,"… for software engineering, we present an initial exploratory study that demonstrates the transformation of robot … -4o and Mistral 7B in terms of robot program analysis and abstraction. The …",0,
Multiobjective Energy Consumption Optimization of a Flying–Walking Power Transmission Line Inspection Robot during Flight Missions Using Improved …,2024,"Y Wang, X Qin, W Jia, J Lei, D Wang, T Feng, Y Zeng, ...",https://www.mdpi.com/2076-3417/14/4/1637,Applied Sciences,mdpi.com,"In order to improve the flight efficiency of a flying–walking power transmission line inspection robot (FPTLIR) during flight missions, an accurate energy consumption model is constructed…",7,"https://scholar.google.com/scholar?cites=9546688049856467790&as_sdt=2005&sciodt=0,5&hl=en"
Research on a detection robot for power equipment status in hazardous scenarios,2024,"L Yang, C He, Y Yao, Y Zhang, ...",https://journals.sagepub.com/doi/abs/10.1177/14727978241299592,Journal of Computational …,journals.sagepub.com,"… The intelligent detection robot conducted an infrared function test on live power equipment, and the test results can be displayed in the infrared detection software controlled by the …",0,
Design and experimental research of a new type of power transmission tower climbing robot,2024,"G Chen, Z Li, A Sun, J Wang, S Wang, ...",https://journals.sagepub.com/doi/abs/10.1177/09544062241254723,Proceedings of the …,journals.sagepub.com,"… software Ansys workbench and three-dimensional modeling software SolidWorks to optimize the topology of the robot, 8 … The power transmission tower climbing robot in this paper has …",0,
Analysis of Power Consumption of a Wheeled Robot Actuated by a Centrifugal Vibration Exciter,2024,"V Korendiy, O Kachur, O Lanets, R Predko",https://link.springer.com/chapter/10.1007/978-3-031-82746-4_4,… International Conference on …,Springer,… robot’s mechanical system and deducing the locomotion equations; modeling (simulation) of the robot’s dynamic behavior in Mathematica software … platform in SolidWorks software; and …,0,
A Control Method for Power Robot Operation Process Based on Job Files,2024,"L Zhong, D Hua, M Yang, X Wen, Y Xie, ...",https://www.worldscientific.com/doi/abs/10.1142/9789811294631_0057,… Management of Data …,World Scientific,"… This chapter presents a method of job task process control for power robots based on … robot, distribution line live working robot, and substation firefighting robot autooperation software …",0,
Development of Multi-function Underwater Inspection Robot Digital Twin System for Nuclear Power Plant,2024,"R Ou, X Huang, J Zhang, M Yuan",http://www.icj-e.org/download/ICJE-10-5-518-523.pdf,International Core Journal of …,icj-e.org,"… ) can be divided into three parts: control system hardware, control system software and robot physical entities. The hardware part of the control system mainly includes the hardware …",0,
An Untethered Soft Crawling Robot Driven by Wireless Power Transfer Technology,2024,"L Han, J Si, M Guo, R Wang, K Wang, J Yang, Z Wang, ...",https://onlinelibrary.wiley.com/doi/abs/10.1002/smll.202309661,Small,Wiley Online Library,"… robot based on wireless power transfer (WPT) technology. The receiving coil at the robot's tail, as … the robot's crawling. By regulating the WPT's duration to control the friction between the …",4,"https://scholar.google.com/scholar?cites=8107774075318247943&as_sdt=2005&sciodt=0,5&hl=en"
Indocyanine green–guided near-infrared fluorescence enhances vascular anatomy in robot-assisted DIEP flap harvest,2024,"W Nelson, D Murariu, AA Moreira",https://journals.lww.com/plasreconsurg/fulltext/2024/04000/indocyanine_green_guided_near_infrared.7.aspx,Plastic and Reconstructive …,journals.lww.com,… The software reproduces the NIRF image in different colors through selection of different view modes: green or blue (CLARA + CHROMA mode) or white (SPECTRA A mode). The …,9,"https://scholar.google.com/scholar?cites=950809346879645064&as_sdt=2005&sciodt=0,5&hl=en"
"Pilot Observations of an Autonomous Red Light, Green Light Robot for Interactions with Children with Disabilities",2024,"S Liu, A Helmi, NT Fitter",https://dl.acm.org/doi/abs/10.1145/3610978.3640699,… International Conference on Human-Robot …,dl.acm.org,"… On the software level, we added an autonomous RLGL game mode to GoBot’s pre-existing … the robot during each green light state and would reach the button within one or two green …",0,
Semi-autonomous mobile robot coupled to a drone for debris removal from high-voltage power lines,2024,"RS Gonçalves, FC Souza, CC Souza, ...",https://www.sciencedirect.com/science/article/pii/S0921889024000800,Robotics and …,Elsevier,… robot designed to remove debris from high-voltage power lines up to 138 kV. This robot offers … This paper outlines the development and validation of a novel robot that can be integrated …,2,"https://scholar.google.com/scholar?cites=15873126993880332327&as_sdt=2005&sciodt=0,5&hl=en"
Examining entangled power and performativity in robot-related work,2024,"A Lampi, M Salo, H Pirkkalainen, ...",https://researchportal.tuni.fi/en/publications/examining-entangled-power-and-performativity-in-robot-related-wor,International …,researchportal.tuni.fi,"… physical robot, we refer to any robot technology with a tangible embodiment (eg, industrial robot, collaborative robot, mobile robot), excluding intelligent virtual systems such as software …",0,
Green and efficient-oriented human-robot hybrid partial destructive disassembly line balancing problem from non-disassemblability of components and noise pollution,2024,"L Guo, Z Zhang, T Wu, Y Zhang, Y Zeng, ...",https://www.sciencedirect.com/science/article/pii/S0736584524001030,Robotics and Computer …,Elsevier,"… study is green and efficient orientated, from non-disassemblability of components and noise pollution, the introduction of destructive operation, aimed at solving the human-robot hybrid …",8,"https://scholar.google.com/scholar?cites=7970907828703763435&as_sdt=2005&sciodt=0,5&hl=en"
… inside the unit 1 reactor building of the Fukushima Daiichi Nuclear Power Station using an integrated Radiation Imaging System mounted on a Mecanum wheel robot,2024,"Y Sato, Y Terasaka, M Oura",https://www.tandfonline.com/doi/abs/10.1080/00223131.2023.2282551,Journal of Nuclear Science and …,Taylor &Francis,"… In the present work, to mitigate the influence of gamma rays coming from below the robot, a 2-cm-thick lead plate was mounted on the robot and the measurement devices were installed …",8,"https://scholar.google.com/scholar?cites=17334734540164048096&as_sdt=2005&sciodt=0,5&hl=en"
"Critical Collaboration: Reflecting on Power and Agency in Human-Robot-Collaboration in Architecture and Construction, for a Diverse and Democratic Practice",2024,"G Ron, A Menges, T Wortmann",https://link.springer.com/chapter/10.1007/978-3-031-68275-9_16,Design Modelling Symposium Berlin,Springer,"… It highlights the shift towards human-robot collaboration (HRC) to enhance productivity and safety. However, HRC implementation in prefabrication and construction encounters …",1,"https://scholar.google.com/scholar?cites=2618649937004617554&as_sdt=2005&sciodt=0,5&hl=en"
Analysis of the solar power plant system in an internet of things-based agricultural robot for stirring and collecting paddy during drying process,2024,"PQ A'yun, AK Muhammad, A Arman",https://pubs.aip.org/aip/acp/article-abstract/3140/1/030010/3302867,AIP Conference Proceedings,pubs.aip.org,"… to find out the performance of the robot. starting from the power produced by the solar panel, … nodemcu that is deprogrammed using Arduino software so that the robot can be controlled. …",0,
Nuclear power plant pipeline detection robot based on a new radiation-proof material,2024,"T Zheng, Y Liang, Z Li, X Wang, W Zhou, Z Zhang, ...",https://www.sciencedirect.com/science/article/pii/S030645492400118X,Annals of Nuclear …,Elsevier,"… the robot from radiation exposure. In conclusion, we have successfully developed a soft robot … in extreme environments such as nuclear power plants, while providing adequate radiation …",2,"https://scholar.google.com/scholar?cites=16820077818775525590&as_sdt=2005&sciodt=0,5&hl=en"
Super-twisting sliding mode finite time control of power-line inspection robot with external disturbances and input delays,2024,Y Cao,https://journals.sagepub.com/doi/abs/10.1177/00202940231199108,Measurement and Control,journals.sagepub.com,"… power-line inspection (PLI) robot system with two degrees of freedom and single control input underactuated with multiple balances. Firstly, the nonlinear dynamic equation of PLI robot …",0,
Analysis of Battery Energy Consumption in the Barelang V Base Robot with 4 Brushed DC Motors,2024,"AR Rey, RA Fatekha",https://www.atlantis-press.com/proceedings/icae-24/126007039,7th International Conference on Applied …,atlantis-press.com,"… After the hardware design is complete, the next step is to design the software. This software design uses the Arduino IDE and will be uploaded to the ESP8266. Before creating a …",0,
Drone-robot to install aerial marker balls for power lines,2024,"RS Gonçalves, TM de Carvalho, PB dos Santos, ...",https://link.springer.com/article/10.1007/s11370-023-00493-3,Intelligent Service …,Springer,"… model was designed using Computer Aided Design and Computer Aided Engineering software’s, with a subsequent description of the control system. After constructing the drone-robot, …",0,
Research on Robot Power Distribution Cabinet Operation Based on Machine Vision,2024,"S Han, Z Li, W Teng",https://ieeexplore.ieee.org/abstract/document/10871767/,2024 International Conference on …,ieeexplore.ieee.org,"… for power distribution cabinets. Our system is based on a six-degree-of-freedom robotic arm, with the robot's … to identify the status of the power distribution cabinet and to recognize and …",0,
Intravenous indocyanine green to evaluate distal ureteral vascularity during robot-assisted radical cystectomy with intracorporeal urinary diversion,2024,"E Carbonell, A Sierra, C Mercader, M Peradejordi, ...",https://link.springer.com/article/10.1007/s00345-024-05284-8,World Journal of …,Springer,… The aim of the present study is to assess the role of indocyanine green (ICG) to evaluate distal ureteral vascularity during robot-assisted radical cystectomy (RARC) with intracorporeal …,1,"https://scholar.google.com/scholar?cites=4108515577332564467&as_sdt=2005&sciodt=0,5&hl=en"
RicMonk: A three-link brachiation robot with passive grippers for energy-efficient brachiation,2024,"SS Grama, M Javadi, S Kumar, ...",https://ieeexplore.ieee.org/abstract/document/10611003/,… on Robotics and …,ieeexplore.ieee.org,"… a two-link brachiation robot, to demonstrate that the presence of a passive tail helps improve energy efficiency. The system design, controllers, and software implementation are publicly …",4,"https://scholar.google.com/scholar?cites=972463359765997140&as_sdt=2005&sciodt=0,5&hl=en"
The Use of Indocyanine Green in Robot Assisted Urology,2024,"A Uleri, P Diana, A Ploumidis, A Mottrie, J Hubert, ...",https://link.springer.com/chapter/10.1007/978-3-031-49428-4_63,Robotic Urology,Springer,… Indocyanine green (ICG) is a fluorescent molecule initially developed by Kodak … software in order for the surgeon to see the green fluorescence through the laparoscopic camera. …,0,
Obstacle Avoidance Path Planning Research for Robotic Arm of the Power-carrying Operation Robot based on Improved RRT Algorithm.,2024,"B Bai, Y Wang, J Liang, Z Xu, W Xu, ...",https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=17509548&AN=181789241&h=PF4LNxpi%2B3rhX%2B3c0bGi6ht0a4bGyYjbPtwJMh%2BecorHP2AL%2BY2SnEZJV9XYHbRWUdhNElf%2Fe01oBOYwrFjaOA%3D%3D&crl=c,International Journal of …,search.ebscohost.com,… power-carrying operation robot faces path planning challenges in complex distribution network environments. Addressing these challenges is crucial for optimizing the robot's … robot's …,0,
A knowledge transfer method for human-robot collaborative disassembly of end-of-life power batteries based on augmented reality,2024,"J Li, L Duan, W Qu, H Zheng",https://www.cambridge.org/core/journals/ai-edam/article/knowledge-transfer-method-for-humanrobot-collaborative-disassembly-of-endoflife-power-batteries-based-on-augmented-reality/4E31AD5C63CD8BB204286620D85B113D,AI EDAM,cambridge.org,"… scene perception, such as power battery disassembly status and robot running status, a semantic mapping mechanism in D2R Open-source software is utilized. This mechanism …",0,
Simulation in Model Based Systems Engineering: Estimating Robot Range and Battery Performance,2024,"D Avila, HM Hsu, O Johnson, J Schulz, W Voelker, ...",https://www.ieworldconference.org/content/WP2024/Papers/GDRKMCC24_31.pdf,,ieworldconference.org,"… and explored the possibility of multi-software tools to achieve the objective of the project. … was to optimize and determine battery life under operational use for the robot. Additionally, they …",0,
Dual power non-singular fast terminal sliding mode fault-tolerant vibration-attenuation control of the flexible space robot subjected to actuator faults,2024,"R Lei, L Chen",https://link.springer.com/article/10.1007/s00707-023-03796-9,Acta Mechanica,Springer,"… robot determines the success or failure of the vested space mission. However, the flexible space robot … The unknown software or hardware failures are inevitable in the actuator, which …",4,"https://scholar.google.com/scholar?cites=14669281674201785584&as_sdt=2005&sciodt=0,5&hl=en"
Video Tracking and Auxiliary Obstacle Avoidance of Power Plant Inspection Robot based on Deep Learning and 3D Digital Twin System,2024,"Q Chen, Q Lin, W Liu, X Liu, X Jia, ...",https://ieeexplore.ieee.org/abstract/document/10911650/,2024 6th International …,ieeexplore.ieee.org,"… of power plant equipment and personnel demands sophisticated solutions, rendering robot-… than as integral components of the intricate power plant ecosystem. In response to these …",0,
A Vision-Based Health Inspection of Power Line Conductors for the Mobile Damping Robot,2024,"HM Kang, R Yoon, O Barry",https://asmedigitalcollection.asme.org/IDETC-CIE/proceedings-abstract/IDETC-CIE2024/88353/1208770,… and Information in …,asmedigitalcollection.asme.org,"… to defects and corrosion in power line conductors, which are … inspection of power line conductors for a maintenance robot. … Robot (MDR), presenting its potential for enhancing power …",0,
Multi-Robot Task Planning for Efficient Battery Disassembly in Electric Vehicles,2024,"C Erdogan, CA Contreras, R Stolkin, A Rastegarpanah",https://www.mdpi.com/2218-6581/13/5/75,Robotics,mdpi.com,"… to new battery models [11,12]. This study aims to address this lack of multirobot systems and the … ROS MoveIt is a software framework that has been successfully used in tasks such as …",2,"https://scholar.google.com/scholar?cites=8708511831833128029&as_sdt=2005&sciodt=0,5&hl=en"
Research and Implementation of Pointer Instrument Reading Recognition Method for Power Plant Inspection Robot,2024,"R Yuan, B Ji, R Meng, S Liu",https://ieeexplore.ieee.org/abstract/document/10607328/,2024 10th International …,ieeexplore.ieee.org,"… independent software packages, facilitating code reuse [1]. We have designed a ROS-based robot system for power plant inspection, which consists of a control platform and the robot …",0,
Efficiency Optimization of the Gear Reducer of an Overhead Power Line Inspection Robot,2024,"MB de Souza¹, GQ Fernandes¹, LP Laus, ...",https://books.google.com/books?hl=en&lr=&id=CjvsEAAAQBAJ&oi=fnd&pg=PA3&dq=robot+power%7Cgreen+software&ots=nnT2x7hIW3&sig=1JtoSyFbuMot3aXrhEHK9eiZDY0,… between Robots and …,books.google.com,… robot's energy consumption by optimizing the mechanical efficiency of its gear reducer's traction motor. The robot's … that the gearbox efficiency slightly impacts the robot's consumption. …,0,
Three-dimensional spatial energy-quality map construction for optimal robot placement in multi-robot additive manufacturing,2024,"S Ghungrad, A Haghighi",https://www.sciencedirect.com/science/article/pii/S0736584524000218,Robotics and Computer-Integrated …,Elsevier,"… in reducing energy … the robot velocity and acceleration, number of robots, decomposition scenarios, and ratio of the printed geometry with respect to the robot's reach on the energy and …",8,"https://scholar.google.com/scholar?cites=10075431369384152913&as_sdt=2005&sciodt=0,5&hl=en"
Visual SLAM-based fire extinguishing robot for energy storage power plants,2024,"X Long, Z Liu",https://ieeexplore.ieee.org/abstract/document/10626351/,"… 3rd International Conference on Energy, Power …",ieeexplore.ieee.org,… of the robot have been designed to ensure that the robot can … strategy for energy storage power plant fire extinguishing … The fire extinguishing robot and extinguishing strategy have …,0,
An Improved Model-Based Power Rate Hyperbolic Tangent Sliding Mode Control for Robot Manipulator,2024,"M Nasir, R Fareh, S Khadraoui, ...",https://ieeexplore.ieee.org/abstract/document/10708706/,2024 Advances in …,ieeexplore.ieee.org,This paper presents an approach to mitigate the chattering phenomenon in sliding mode control for robotic manipulators. By integrating a power-rate hyperbolic tangent with a …,0,
Optimal robot motion planning for human-robot collaboration considering power and force limiting,2024,"F Stuhlenmiller, A Wahrburg, D Clever, ...",https://ieeexplore.ieee.org/abstract/document/10711336/,2024 IEEE 20th …,ieeexplore.ieee.org,… CONCLUSION This paper analyzes the impact of constraint formulations in optimal robot motion planning for power and force limiting. Respective constraints involve limiting the energy …,1,"https://scholar.google.com/scholar?cites=9072187269357659380&as_sdt=2005&sciodt=0,5&hl=en"
Multi-objective optimization of cycle time and robot energy expenditure in human-robot collaborated assembly lines,2024,"A Nourmohammadi, M Fathi, T Arbaoui, ...",https://www.sciencedirect.com/science/article/pii/S1877050924001261,Procedia Computer …,Elsevier,"… robot, depending on the selected robot energy mode (low, medium, and high), the processing time of the task, as well as the robot energy … The line has sensing and interacting software …",6,"https://scholar.google.com/scholar?cites=17283689786824718984&as_sdt=2005&sciodt=0,5&hl=en"
Role of Indocyanine Green Angiography to Assess Intra-operative Bowel Vascularity and its Association with Post-operative Outcome in Robot-assisted Rectal …,2024,"S Neelesh, P Prasanth, R Sinduja, S Pradeep",https://link.springer.com/article/10.1007/s13193-024-02126-2,Indian Journal of Surgical …,Springer,… This was a prospective cohort study comprising patients undergoing robot-assisted surgery for rectal cancer. Institute Ethics Committee approval was obtained (JIP/IEC/2019/201). …,1,"https://scholar.google.com/scholar?cites=16773940476788478069&as_sdt=2005&sciodt=0,5&hl=en"
Power Transfer and 5D Position Control of an Endoscopic Capsule Robot,2024,"AT Vo, N Garraud",https://ieeexplore.ieee.org/abstract/document/10814136/,… Conference on Micro and Miniature Power …,ieeexplore.ieee.org,"… To overcome this energy autonomy challenge, we have developed an innovative magnetic robot design, shaped as a pill-sized endoscopic capsule [9]. This robot features a …",0,
Mobile Delta Robot for Green Asparagus Harvesting,2024,"S Šlajpah, J Gimpelj, M Munih, ...",https://books.google.com/books?hl=en&lr=&id=sOEREQAAQBAJ&oi=fnd&pg=PA374&dq=robot+power%7Cgreen+software&ots=AgGoPIWAOq&sig=ffwOpBjpYSHZsT4Z3tnwTXTKIZ4,Advances in Robot …,books.google.com,"… The paper presents an agricultural robot designed for green asparagus harvesting. It details the robot's mechanical design, including the kinematics of its mobile platform and delta robot…",0,
The multifunctional use of an aqueous battery for a high capacity jellyfish robot,2024,"X Liu, S Jin, Y Shao, S Kuperman, A Pratt, D Zhang, ...",https://www.science.org/doi/abs/10.1126/sciadv.adq7430,Science …,science.org,"… the robot due to the increased surface area. In our liquid battery paradigm, it is easy to build a hemispherical robot … capacity with size while easily shaping the robot for improved agility. …",0,
Solar Based Battery Efficient Robot Using Raspberry Pi,2024,"GS Karthik, B Shubha, K Ashwini",https://ieeexplore.ieee.org/abstract/document/10724812/,2024 15th International …,ieeexplore.ieee.org,"… for the robot. Together with this, the efficient usage of the battery is monitored using the battery … This research paper gives the detailed design and software implementation of the robot …",0,
Energy Management of a Fuel Cell Electric Robot Based on Hydrogen Value and Battery Overcharge Control,2024,"H Radmanesh, HF Gharibeh",https://search.proquest.com/openview/e9a702f3aea12b67227cbeec48d69340/1?pq-origsite=gscholar&cbl=5046847,World Electric Vehicle Journal,search.proquest.com,… management strategy was carried out with MATLAB R2018b software to verify its superiority by comparing with other strategies. The results indicate a reduction in hydrogen …,0,
A large-strain and ultrahigh energy density dielectric elastomer for fast moving soft robot,2024,"W Feng, L Sun, Z Jin, L Chen, Y Liu, H Xu, ...",https://www.nature.com/articles/s41467-024-48243-y,Nature …,nature.com,"… Dielectric elastomer actuators (DEAs) with large actuation strain and high energy density are … Notably, it achieves an ultrahigh specific energy of 225 J kg −1 at only‍‌ ‌‌40‍‌ MV m −1 , around …",33,"https://scholar.google.com/scholar?cites=9985794733096121459&as_sdt=2005&sciodt=0,5&hl=en"
"Modelling, Analysis and Comparison of Robot Energy Consumption for Three-Dimensional Concrete Printing Technology",2024,"D Kajzr, T Myslivec, J Černohorský",https://search.proquest.com/openview/0c1c60e14ad1b85d525b269b4ac995d8/1?pq-origsite=gscholar&cbl=2032334,Robotics,search.proquest.com,"… We present a methodology to develop an energy consumption model for a printing robot, … robot is used for the measurement of energy quantities, and specially developed software …",2,"https://scholar.google.com/scholar?cites=9261749833270039430&as_sdt=2005&sciodt=0,5&hl=en"
